"id","y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18"
566,11.25,45.4,0.35,58.5,8.45,9.07,17.79,60,8.4,14.83,2.45,"a3",27.3,"I",19.5,20.76,41,"C",50.06
567,309.12,45.43,-0.58,63.3,22.71,5.24,17.79,54,7.2,34.03,-1.33,"a3",24.93,"H",19.5,20.7,41,"C",50.33
568,204.5,45.5,-0.62,62.5,16.06,5.9,17.79,56,7.1,21.98,-1.91,"a5",16.18,"F",19.5,20.7,40.93,"B",50.4
569,90.5,45.63,-0.75,61.3,12.46,6.48,17.82,59,6.32,19.15,-2.08,"a5",14.81,"F",19.5,20.7,40.9,"B",50.5
570,80.26,45.63,-0.91,61,28.59,7.06,17.79,56,8.42,45,0.67,"a5",21.44,"H",19.5,20.7,40.9,"B",50.4
571,15.63,45.7,0.3,60.1,16.81,8.91,17.79,58,8.73,29.16,4.15,"a4",29.78,"G",19.43,20.7,40.83,"C",50.4
572,33.99,45.7,-0.96,62.5,10.85,7.12,17.79,56,7.94,18.56,-1.44,"a5",18.31,"I",19.45,20.7,40.99,"B",50.29
573,107.58,45.9,-0.73,61.6,20.84,6.15,17.89,54,7.48,33.99,-0.34,"a5",11.27,"G",19.43,20.67,41.13,"A",50
574,139.47,45.83,-0.76,63.6,13.76,6.57,17.82,58,7.61,19.41,-5.33,"a2",24.74,"E",19.39,20.6,41.2,"C",49.76
575,15.02,45.83,0.32,59.7,11.6,10.26,17.79,60,9.64,20.73,11.67,"a4",31.7,"G",19.39,20.6,41.07,"C",49.7
576,11.63,45.97,0.02,61.6,9.09,8.79,17.86,61,9.32,16.14,2.26,"a4",20.9,"H",19.39,20.6,41.13,"B",49.7
577,110.56,45.97,-0.89,61.3,24.53,6.11,17.86,59,7.68,39.32,-0.9,"a4",27.24,"F",19.39,20.6,41.2,"C",49.63
578,79.87,45.96,-0.91,62.1,14.99,7.05,17.82,58,8.01,24.89,-1.97,"a4",27,"F",19.39,20.5,41.2,"C",49.5
579,529.1,46.09,-0.51,63.9,53.21,4.27,17.89,57,6.49,74.18,3.46,"a2",25.21,"H",19.39,20.5,41.2,"C",49.4
580,30.63,46.04,-0.9,60.8,NA,NA,NA,58,8.2,36.54,1.15,"a4",28.72,"H",NA,20.5,41.2,"C",49.29
581,38.48,45.9,-1,62.6,8.32,7.82,17.86,60,8.9,12.02,-2.08,"a4",28.13,"F",19.39,20.5,41.2,"C",49.29
582,67.48,45.53,-0.99,65.4,29.08,7.23,17.79,60,7.39,45.71,-3.06,"a1",19.44,"J",19.29,20.39,41.29,"B",49.03
583,43.94,45.36,-0.93,63.6,10.02,7.9,17.79,58,7.95,16.15,-3.26,"a2",25.88,"H",19.29,20.39,40.82,"C",48.86
584,110.13,44.53,-0.8,62,14.01,6.81,17.79,55,6.18,21.83,-1.7,"a5",14.82,"E",19.26,20.29,39.77,"B",47.9
585,34.85,43.5,-0.95,60.5,16.31,8.49,17.73,58,8.34,28.08,2.15,"a4",28.46,"G",19.2,20.2,39.23,"C",46.97
586,19.59,43.06,-0.69,61.6,18.97,9.04,17.7,56,8.1,32.29,6.03,"a5",28.13,"F",19.2,20.2,39.03,"C",46.77
587,16.95,42.73,-0.64,62.1,10.18,8.75,17.76,60,9.41,18.03,2.27,"a4",21.28,"H",19.17,20.2,38.46,"B",46.4
588,105.65,42.73,-0.78,62.1,31.08,6.48,17.79,54,8.12,48.11,0.51,"a5",21,"G",19.1,20.13,38.07,"B",46.2
589,12.85,42.73,0.02,65.6,NA,NA,NA,56,10.97,22.85,0.06,"a1",35.93,"G",NA,20.1,38.06,"C",45.93
590,49.95,42.66,-0.99,59.5,NA,NA,NA,57,7.9,27.81,0.35,"a4",27.08,"H",NA,20.1,37.93,"C",45.73
591,29.21,42.53,-0.75,60.8,NA,NA,NA,64,8.26,23.97,-3,"a2",27.85,"H",NA,20.1,37.9,"C",45.56
592,63.25,42.33,-0.99,63.3,12.54,6.5,17.79,59,7.03,20.72,-4.71,"a2",23.63,"G",19.2,20.1,37.77,"C",45.5
593,95.24,42,-0.91,62,23.02,7.23,17.79,73,8.34,37.32,-3.64,"a1",20.75,"H",19.13,20.1,37.66,"B",45.36
594,363.64,41.76,-0.51,60.9,22.42,4.62,17.89,55,6.85,32.16,2.22,"a5",23.48,"F",19.2,20.13,37.53,"C",45.2
595,53.5,41.57,-1,62.3,15.48,7.87,17.82,57,8.56,26.38,0.85,"a5",28.91,"J",19.2,20.13,37.33,"C",45.2
596,361.01,41.5,-0.51,63.1,38.94,4.56,17.89,56,6.54,57.15,2.57,"a3",24.67,"H",19.32,20.2,37.83,"C",45.63
597,64.41,41.29,-0.94,58.9,10.07,6.6,17.89,60,7.07,14.52,-3.63,"a4",22.82,"D",19.53,20.29,37.83,"C",45.26
598,283.69,41.29,-0.5,59.7,17.46,5.57,17.89,56,6.46,19.68,-4.33,"a3",20.43,"D",19.6,20.29,37.83,"C",45.2
599,25.59,41.16,-0.83,62.7,NA,NA,NA,56,8.35,19.9,3.74,"a4",27.69,"F",NA,20.39,37.76,"C",45.36
600,21.01,41.09,-1,61.1,10.47,7.17,18,56.3,8.28,18.41,-1.32,"a5",19.04,"F",19.72,20.39,37.59,"B",44.96
601,233.1,40.86,-0.56,61.1,19.7,4.78,18,57,7.44,29.87,1.75,"a5",32.8,"F",19.86,20.39,37.56,"D",44.65
602,343.05,40.66,-0.52,61.6,19.31,5.45,18,56,6.81,22.89,-1.75,"a5",15.02,"F",19.89,20.53,37.33,"B",44.33
603,51.31,40.36,-0.99,63.4,16.43,7.48,18,56,7.88,27.98,-1.9,"a3",27.03,"F",19.96,20.67,37.07,"C",44.13
604,282.49,40.16,-0.6,60,19.47,5.81,18,57,7.22,27.74,-2.21,"a4",24.23,"G",20.13,20.73,36.69,"C",43.86
605,33.11,39.9,-1,61.4,11.55,7.86,18.07,63,8.16,19.98,-1.79,"a3",27.09,"D",20.39,21.16,36.16,"C",43.47
606,339.56,40.7,-0.54,62.6,21.74,3.97,18.17,58,6.19,31.31,3.04,"a3",21.46,"D",20.39,21.39,35.66,"C",43.16
607,33.76,40.89,-0.92,60.1,21.66,8.22,18.2,58,7.89,35.96,1.78,"a4",27.75,"H",20.39,21.39,35.39,"C",43.09
608,409,40.35,-0.52,61.9,22.83,6.41,18.22,55,7.02,31.71,-1.52,"a5",16.76,"H",20.39,21.53,35.06,"B",43.4
609,330.58,40.5,-0.51,63.1,20.76,5.41,18.29,56,6.76,29.19,-3.45,"a2",16.13,"G",20.53,21.6,34.41,"B",41.8
610,430.11,39.77,-0.52,61.9,NA,NA,NA,59,6.12,32.55,0.15,"a4",21.14,"J",NA,21.6,33.26,"C",40.09
611,20.38,39.5,-0.65,60.2,15.67,9.23,18.39,57,8.76,27.34,6.62,"a5",29.7,"I",20.93,21.6,32.97,"C",39.5
612,62.7,39.47,-1,62.4,15.68,7.49,18.39,60,7.83,26.52,-1.06,"a4",18.87,"J",21.07,21.63,32.83,"B",39.26
613,37.56,39.33,-1,62.2,19.25,7.69,18.39,55,7.96,32.48,0.97,"a5",27.69,"E",21.28,21.77,32.94,"C",39.07
614,24.38,39.26,-0.73,58.3,15.6,7.98,18.39,62,9.08,27.15,0.33,"a4",21.55,"J",21.47,21.84,32.75,"B",39.05
615,38.69,39.13,-0.91,61.9,11.69,8.02,18.39,57,8.11,20.03,0.65,"a5",26.92,"G",21.64,22.12,32.12,"C",39.29
616,209.42,39.83,-0.55,60.9,25.74,6.28,18.39,57,7.08,40.2,-0.09,"a5",18.28,"D",21.76,22.45,31.51,"B",39.53
617,25.71,41.19,-0.74,61.7,NA,NA,NA,56,8.44,18.31,1.92,"a5",27.76,"H",NA,22.66,31.04,"C",39.5
618,16.59,41.47,-0.75,61.2,8.78,7.89,18.5,56,8.62,15.19,-0.22,"a5",19.34,"H",21.79,22.7,30.79,"B",39.48
619,45.79,37.9,-0.96,66.2,8.17,7.58,18.22,59,7.86,10.35,-6.04,"a1",24.62,"I",21.79,22.76,30.74,"C",39.4
620,138.79,36.43,-0.64,60.3,13.95,6.2,17.89,57,7.07,20.04,-2.14,"a5",30.3,"D",21.79,22.76,30.82,"D",39.1
621,371.06,37.16,-0.51,62.2,23.37,5.36,18.1,54,6.01,34.03,0.21,"a5",15.18,"H",21.52,22.45,30.95,"B",37.48
622,396.04,37.2,-0.54,61.4,27.42,5.99,18.1,60,7.19,40.92,-1.12,"a4",18.25,"H",21.5,22.43,31.03,"B",37.79
623,507.61,37.26,-0.51,62.6,25.78,6.2,18.1,58,7.07,36.01,-2.1,"a4",17.2,"J",21.41,22.5,31.1,"B",38.86
624,23.17,37.29,-0.99,62.1,8.64,8.26,18.1,57,8.37,14.41,-0.21,"a4",18.68,"D",21.36,22.5,31.25,"B",39.45
625,63.15,37.23,-0.91,62.2,12.99,6.78,18.1,55,7.52,21.63,-1.51,"a5",10.18,"H",21.23,22.55,31.39,"A",39.96
626,14.36,37.2,0.02,56.7,16.83,9.89,18.1,58,9.62,29.21,7.84,"a2",32.45,"H",21.18,22.55,31.57,"C",40.29
627,197.04,37.2,-0.65,62.2,17.25,5.5,18.1,57,6.8,25.69,-0.64,"a5",23.01,"D",21.13,22.59,31.67,"C",40.56
628,123.53,38.69,-0.91,62,17.67,6.37,18.2,56,6.81,28.63,-2.99,"a3",23.67,"J",21.06,22.6,31.78,"C",40.99
629,45.45,38.56,-0.99,63.8,14.14,7.19,18,58,8.06,24.3,-2.73,"a3",19.16,"G",20.89,22.58,32.38,"B",41.33
630,310.08,38.43,-0.54,61.6,37.69,6.22,17.96,55,7.13,55.74,-1.16,"a3",19.27,"H",20.74,22.39,31.76,"B",40.41
631,92.29,37.97,-0.91,64.8,13.67,7.46,17.96,60,7.69,21.86,-4.78,"a1",25.62,"F",20.62,22.35,31.16,"C",40.55
632,10.75,37.77,0,65,22.86,8.6,17.82,61,9.07,37.81,4.4,"a5",31.45,"H",20.56,22.36,31.05,"C",40.5
633,139.57,37.47,-0.68,61.2,25.94,5.76,17.79,57,6.56,41.05,0.58,"a5",10.84,"G",20.5,22.39,31.47,"A",40.06
634,123.76,37.34,-0.72,62.1,16.52,5.97,17.79,56,7.31,26.54,-2.96,"a3",17.62,"F",20.5,22.39,31.45,"B",39.9
635,253.49,38.29,-0.51,60.8,24.61,5.23,17.89,56,5.95,38.07,1.23,"a5",9.81,"H",20.43,22.25,33.23,"A",39.17
636,15.13,37.86,-0.47,59.2,6.36,8.38,17.89,61,9.64,9.28,-0.48,"a4",20.51,"H",20.7,22.1,34.79,"B",39.72
637,338.98,37.33,-0.58,62.4,31.65,6.01,17.79,54,7,47.63,0.49,"a5",18.5,"I",20.6,22.1,34.09,"B",39.7
638,76.1,37.06,-0.91,59.4,NA,NA,NA,63,7.51,29.22,-1.73,"a3",25.97,"D",NA,22.1,34.17,"C",39.56
639,215.05,36.86,-0.76,62.6,NA,NA,NA,59,7.07,19.56,-4.01,"a3",22.67,"J",NA,22.08,34.2,"C",39.3
640,30.02,36.66,-1,63.9,17.58,7.46,17.7,59,8.49,30.11,-2.7,"a2",20.61,"F",20.5,22,34.2,"B",38.95
641,99.9,36.66,-0.93,62.2,17.44,5.93,17.7,57,7.55,28.72,-1.61,"a4",25.97,"E",20.5,21.93,34.69,"C",39.57
642,208.55,37.36,-0.58,60.7,16.31,5.28,17.7,57,6.41,22.51,-0.71,"a5",8.46,"G",20.5,21.89,35.56,"A",41.46
643,52.91,37.56,-1,63.1,15.62,7.44,17.7,58,7.71,26.63,-2.11,"a3",26.38,"D",20.47,21.89,35.9,"C",41.95
644,180.51,37.73,-0.76,61.5,NA,NA,NA,59,6.76,29.6,-2.69,"a3",23.46,"D",NA,21.84,35.97,"C",42.15
645,112.3,37.79,-0.76,56.6,11.69,6.05,17.7,59,6.93,14.48,-5.85,"a2",15.06,"E",20.39,21.79,36.03,"B",42.45
646,14.39,37.95,-0.73,64,6.31,7.99,17.7,58,7.31,9.26,-3.79,"a2",15.86,"G",20.39,21.79,36.16,"B",42.7
647,490.2,38.09,-0.52,61.8,NA,NA,NA,59,5.72,27.87,-0.17,"a3",18.87,"G",NA,21.79,36.2,"C",42.86
648,71.43,38.27,-0.96,61.8,NA,NA,NA,59,7.85,28.22,-0.8,"a5",19.05,"I",NA,21.7,36.5,"B",43.63
649,83.3,38.4,-0.82,61.8,12.25,6.9,17.6,57,8.15,19.05,-1.89,"a5",18.5,"F",20.27,21.7,36.5,"B",43.98
650,333.89,38.4,-0.45,61.6,19.88,5.8,17.6,57,5.93,26.35,-1.64,"a5",25.84,"F",20.26,21.7,36.69,"D",44.4
651,281.69,38.47,-0.51,62.8,NA,NA,NA,57,7.14,31.03,-2.86,"a3",17.32,"D",NA,21.7,37.03,"B",44.84
652,22.6,38.4,-1,63.1,10.61,7.24,17.6,57,8.71,18.61,-3.2,"a3",19.92,"E",20.23,21.7,37.09,"B",45.3
653,35.79,38.47,-0.9,61.3,10.04,7.96,17.6,59,7.92,16.74,-0.94,"a4",25.94,"I",20.26,21.7,37.26,"C",45.56
654,24.81,38.83,-0.97,62.5,8.29,7.43,17.6,55,8.15,13.41,-1.6,"a5",18.08,"G",20.23,21.5,37.33,"B",45.33
655,311.53,39.2,-0.52,61,20.01,4.59,17.67,56,6.69,27.96,1.89,"a5",15.87,"F",20.2,21.39,37.29,"B",45.56
656,181.16,39.2,-0.75,62.6,18.92,5.76,17.6,56,6.48,29.62,-0.53,"a5",22.61,"E",20.2,21.36,37.29,"C",45.83
657,57.08,39.66,-0.92,61.5,17.92,7.19,17.6,56,7.69,30.22,-0.2,"a5",18.96,"G",20.1,21.2,37.53,"B",46.59
658,38.23,39.74,-0.94,61,12.99,8.11,17.6,59,9.36,22.48,-0.79,"a3",30.95,"H",20.1,21.2,37.59,"C",46.72
659,17.77,39.93,-0.9,59.6,8.55,7.7,17.6,61,7.81,14.6,-1.8,"a4",17.63,"G",20.1,21.2,37.59,"B",46.93
660,86.28,40.13,-0.88,61.6,25.87,5.54,17.67,58,7.72,41.34,-0.96,"a3",35.25,"H",20.1,21.2,37.59,"D",47.06
661,328.95,40.13,-0.51,61,33.96,6.58,17.6,56,6.63,50.82,0.47,"a5",17.97,"I",20,21.2,37.7,"B",47.16
662,313.48,40.2,-0.65,63.4,25.02,5.94,17.6,58,7.44,38,-3.19,"a2",26.07,"E",20.05,21.13,37.65,"C",47.29
663,18.81,40.33,-0.44,62.8,9.53,8.27,17.63,59,9.33,16.64,-0.84,"a3",30.27,"I",20,21.1,37.5,"C",47.4
664,113.57,40.43,-0.92,60.1,43.02,6.83,17.6,57,7.83,62.86,1.32,"a5",36.78,"F",20,21,37.4,"D",47.4
665,13.03,40.5,3.16,63.2,5.98,10,17.6,59,9.71,8.48,7.12,"a3",30.25,"I",19.89,21,37.4,"C",47.57
666,39.37,40.63,-0.96,60,24.26,7.48,17.6,58,8.8,39.5,0.02,"a4",30.71,"I",19.89,21,37.48,"C",47.76
667,58.45,40.76,-0.99,61.9,11.44,7.58,17.6,62,7.05,18.58,-3.8,"a2",23.43,"E",19.89,20.96,37.63,"C",47.66
668,77.73,41,-0.94,61.7,16.67,7.02,17.6,58,9.17,27.87,-1.68,"a4",30.81,"F",19.89,20.89,37.73,"C",47.56
669,38.71,41.26,-0.94,62,21.63,7.59,17.6,58,8.55,35.88,0,"a4",29.71,"J",19.89,20.89,37.86,"C",47.4
670,86.47,41.4,-0.96,63,14.37,7.41,17.6,57,8.38,23.53,-0.63,"a5",27.93,"H",19.82,20.89,38,"C",47.33
671,119.9,41.47,-0.76,62.5,12.77,7.08,17.6,58,6.45,17.84,-4.15,"a3",14.67,"D",19.79,20.89,38,"B",47.32
672,89.93,41.59,-0.92,60.5,NA,NA,NA,60,7.21,28.53,-1.81,"a4",24.96,"H",NA,20.89,37.95,"C",47.4
673,67.27,41.7,-0.91,59.8,15.22,7.03,17.6,62,7.78,25.63,-3.87,"a2",18.66,"E",19.7,20.7,38.03,"B",47.09
674,124.15,41.86,-0.76,60.1,13.04,5.25,17.6,57,6.8,18.35,-0.86,"a5",15.43,"H",19.73,20.7,38.09,"B",47.09
675,22.34,41.76,-1,62.1,14.4,7.76,17.6,57,7.68,25.28,0.56,"a5",18.58,"F",19.7,20.6,38.09,"B",46.9
676,19.36,41.59,-0.99,60.9,12.05,6.56,17.5,56,8.79,21.39,-1.41,"a5",20.41,"E",19.7,20.6,38.47,"B",47.03
677,103.36,41.23,-0.75,60.9,10.69,6.09,17.5,59,7.58,10.26,-4.69,"a4",15.55,"G",19.6,20.5,37.93,"B",46.76
678,19.08,41.03,-0.96,61,9.12,8.08,17.5,57,8.35,15.77,0.41,"a5",35.56,"G",19.6,20.5,37.74,"D",46.57
679,363.64,40.77,-0.41,58.1,20.32,5.63,17.5,59,5.77,25.92,-2.59,"a4",13.44,"G",19.57,20.47,37.57,"B",46.22
680,141.64,40.53,-0.83,61.7,29.06,5.82,17.5,57,6.7,45.28,-1.23,"a3",24.65,"F",19.5,20.39,37.45,"C",45.9
681,238.66,40.27,-0.55,60.9,20.67,6.34,17.43,57,6.6,31.63,-0.98,"a5",29.64,"G",19.5,20.39,37.2,"D",45.63
682,69.86,39.97,-0.92,60.9,23.4,7.06,17.39,60,7.55,38.07,-0.77,"a4",26.82,"E",19.43,20.39,37.07,"C",45.43
683,82.82,39.83,-0.93,60.7,20.46,6.52,17.39,59,7.41,33.73,-1.43,"a4",26.05,"F",19.39,20.29,36.86,"C",45.22
684,105.65,39.65,-0.75,59.8,11.56,6.46,17.39,58,6.68,14.9,-4.91,"a3",14.7,"D",19.39,20.29,36.73,"B",45.03
685,50.44,39.47,-1,68.3,12.98,7.36,17.39,61,8.37,22.06,-4.74,"a1",27.88,"G",19.39,20.29,36.56,"C",44.86
686,326.26,39.4,-0.65,62.4,19.04,6.15,17.39,55,6.65,23.39,-2.54,"a5",14.89,"J",19.39,20.29,36.5,"B",44.79
687,16.53,39.26,-0.68,62.1,8.92,8.55,17.39,56,8.76,15.5,1.1,"a4",19.66,"H",19.29,20.2,36.47,"B",44.5
688,21.47,39.13,-0.71,60.1,13.94,8.77,17.32,58,7.88,24.55,3.06,"a4",26.79,"I",19.29,20.2,36.4,"C",44.36
689,108.87,39.06,-0.79,64.2,18.05,5.97,17.29,54,8.28,29.57,-0.59,"a5",19.94,"F",19.25,20.1,36.24,"B",44.26
690,326.8,38.9,-0.56,59.3,24.05,4.64,17.29,58,6.17,36.16,1.74,"a4",22.04,"E",19.23,20.1,36.07,"C",44
691,57.77,38.63,-0.94,62,20.95,7.2,17.29,55,8.4,34.72,0.18,"a5",20.74,"E",19.2,20,35.86,"B",43.66
692,65.57,38.59,-0.94,61.4,16.44,7.21,17.29,55,7.22,27.73,-0.42,"a5",24.98,"H",19.2,20,35.79,"C",43.53
693,34.67,38.53,-0.99,63.1,9.3,7.06,17.29,56,7.73,15.09,-4.99,"a2",25.14,"F",19.1,20,35.7,"C",43.5
694,240.38,38.5,-0.51,61.6,17.43,5,17.29,59,6.3,24.03,-1.85,"a3",27.35,"F",19.1,19.93,35.63,"D",43.43
695,294.12,38.43,-0.52,61.8,20.93,5.52,17.29,59,7.09,30.81,-2.32,"a3",17.15,"E",19.1,19.89,35.59,"B",43.29
696,122.17,38.4,-0.79,62.3,20.75,6.37,17.29,54,7.25,33.67,-0.5,"a5",18.23,"G",19.1,19.89,35.59,"B",43.29
697,356.51,38.33,-0.54,63.1,31.07,4.8,17.29,57,6.87,46.71,0.05,"a2",18.15,"G",19.1,19.89,35.5,"B",43.2
698,259.74,38.26,-0.59,61.6,17.9,5.09,17.26,60,5.8,24.32,-1.16,"a4",19.51,"F",19.1,19.82,35.5,"C",43.07
699,263.85,38.23,-0.65,56.5,18.22,5.05,17.23,63,6.82,25.11,-2.92,"a2",22.68,"D",19,19.79,35.26,"C",42.9
700,307.22,38.29,-0.63,61.6,27.93,5.06,17.29,56,6.72,42.57,1.98,"a5",24.32,"D",19,19.79,35.2,"C",42.9
701,24.31,38.29,-1,61.1,16.91,7.18,17.29,55,7.72,29.18,-2.22,"a3",19.01,"F",19,19.79,35.05,"B",42.73
702,108.87,38.23,-0.76,62.3,21.95,6.15,17.23,56,6.5,35.63,-1.21,"a4",16.92,"E",19,19.73,34.97,"B",42.73
703,106.1,38.2,-0.79,60.5,21.63,6.01,17.23,59,7.16,35.19,-2.12,"a3",18.21,"D",19,19.79,34.9,"B",42.66
704,210.97,38.13,-0.68,63.2,20.13,5.45,17.23,57,6.38,31.21,-1.88,"a3",22.41,"E",19,19.75,34.83,"C",42.65
705,10.69,38.09,0.39,61.2,19.63,9.8,17.29,60,9.09,33.34,9.57,"a4",31.2,"F",19,19.7,34.83,"C",42.59
706,36.97,38.09,-0.75,60.6,14.71,8.36,17.29,62,8.53,25.47,1.4,"a4",37.31,"F",19,19.7,34.79,"D",42.59
707,359.71,38,-0.56,62.2,NA,NA,NA,54,6.31,38.46,1.47,"a5",22.63,"E",NA,19.7,34.73,"C",42.53
708,31.44,38,-0.93,61.8,NA,NA,NA,57,7.3,28.65,1.98,"a5",25.4,"G",NA,19.7,34.65,"C",42.43
709,28.47,38,0.1,56.9,20.28,9.49,17.29,58,8.6,34.07,5.64,"a2",38.35,"G",19,19.7,34.56,"D",42.4
710,118.55,37.9,-0.76,62.1,15.08,6.67,17.2,58,6.52,23.84,-2.53,"a4",15.73,"F",19,19.7,34.57,"B",42.4
711,140.06,37.9,-0.76,60.1,14.27,5.97,17.2,60,8.19,20.88,-1.82,"a5",18.53,"H",19,19.62,34.7,"B",42.32
712,319.49,37.9,-0.56,62.3,20.54,4.51,17.2,57,6.86,29.05,2.34,"a5",23.21,"D",19,19.68,34.76,"C",42.37
713,212.31,37.9,-0.63,63.7,46.23,5.95,17.2,53,6.71,66.48,-1.38,"a2",18.98,"G",19,19.6,34.7,"B",42.2
714,43.17,37.79,-1,60.3,16.23,7.56,17.2,58,7.66,27.81,-1.73,"a3",26.37,"D",19,19.65,34.7,"C",42.17
715,42.2,37.79,-0.99,63.5,16.46,6.79,17.2,56,7.75,28.19,-2.73,"a3",18.93,"F",19,19.6,34.7,"B",42
716,84.25,37.79,-1,61.3,27.15,7.27,17.2,59,7.96,43.07,-1.18,"a3",36.32,"F",19,19.6,34.7,"D",41.93
717,412.37,37.7,-0.42,59.7,25.83,5.49,17.2,60,6.43,38,-1.69,"a3",16.4,"E",19,19.6,34.59,"B",41.79
718,277.78,37.59,-0.54,59.8,21.25,5.42,17.2,59,6.6,31.88,-0.93,"a4",16.36,"G",18.91,19.6,34.29,"B",41.82
719,28.31,37.5,-1,61.6,13.36,7.41,17.1,55,7.91,23.41,-0.41,"a5",18.83,"G",18.89,19.56,34.29,"B",41.86
720,17.96,37.5,-0.51,63,9.58,8.62,17.1,59,7.76,16.79,1.55,"a4",25.58,"D",18.89,19.52,34.29,"C",41.87
721,396.83,37.4,-0.5,61.7,23.73,5.31,17.1,58,6.81,34.19,-1.72,"a3",16.73,"E",18.82,19.5,34.36,"B",41.9
722,248.76,37.26,-0.52,60.2,NA,NA,NA,56,6.26,22.53,-0.95,"a5",14.36,"D",NA,19.39,34.4,"B",41.75
723,108.64,37.2,-0.8,60.9,21.64,7.4,17,55,8.05,35.18,0.44,"a5",19.98,"G",18.75,19.39,34.4,"B",41.7
724,11.62,37.12,-0.83,60.8,12.15,8.8,17,57,7.97,21.8,2.95,"a4",18.85,"D",18.7,19.36,34.4,"B",41.7
725,89.13,37.13,-0.98,64.2,12.76,7.26,17,58,8.37,19.96,-4.37,"a2",27.41,"G",18.7,19.32,34.5,"C",42.02
726,114.94,37.29,-0.92,63.4,14.07,7.05,17,56,7.43,21.74,-3.53,"a3",24.71,"G",18.6,19.57,34.59,"C",42.47
727,55.88,37.29,-1,58.4,26.62,7.34,16.96,62,7.99,42.55,-0.06,"a4",28.45,"I",18.53,19.86,34.7,"C",43.04
728,282.09,37.29,-0.51,63,18.37,5.28,16.89,58,6.2,24.42,-1.75,"a4",20.61,"D",18.52,20.04,34.88,"C",43.48
729,149.25,37.3,-0.81,62.5,13.31,5.74,16.89,56,7.25,16.61,-2.35,"a5",23.07,"G",18.48,19.97,34.88,"C",43.33
730,349.65,37.97,-0.55,61.4,21.85,5.82,16.96,58,7.33,31.25,-1.94,"a4",24.84,"I",18.48,20.03,34.88,"C",43.75
731,389.86,39.86,-0.52,61.5,21.16,4.25,17.07,55.2,7.45,27.38,2.87,"a5",16.96,"H",18.29,20.13,33.49,"B",42.93
732,81.97,39.39,-0.8,60,15.16,6.37,17,57,6.62,25.14,-1.24,"a5",9.62,"G",18.29,20.13,33.16,"A",43.2
733,115.21,38.9,-0.75,62.9,15.64,6.47,17,55,7.36,25.09,-1.39,"a5",17.58,"F",18.26,20.2,32.8,"B",43.08
734,39.25,38.37,-1,61.4,NA,NA,NA,57,8.05,21.95,-0.75,"a5",26.96,"H",NA,20.23,32.42,"C",42.73
735,229.89,38.09,-0.77,63,15.71,7.13,16.89,56,7.12,16.99,-4.03,"a4",29.3,"F",18.2,20.2,32.22,"D",42.59
736,318.47,37.87,-0.52,62.8,21.46,4.64,16.89,55,6.79,31.28,2.17,"a5",16.54,"I",18.2,20.33,31.96,"B",42.58
737,233.92,37.39,-0.62,59.5,20.35,5.83,16.82,62,6.64,31.13,-1.61,"a4",23.11,"G",18.13,20.39,31.82,"C",42.13
738,44.46,37.1,-0.96,59.5,14.46,7.94,16.86,59,8.1,24.87,-0.07,"a4",27.4,"I",18.1,20.32,31.63,"C",42.13
739,21.41,36.77,-0.74,63,NA,NA,NA,59,8.66,17.97,-2.59,"a3",19.75,"I",NA,20.34,31.39,"B",42.03
740,210.75,38.33,-0.65,63.3,19.9,5.37,16.89,59,6.56,30.79,-2.75,"a2",16.34,"D",18,20.29,31.03,"B",41.83
741,257.73,39.1,-0.51,62.3,NA,NA,NA,56,6.63,26,0.71,"a5",15.66,"G",NA,20.29,30.89,"B",41.9
742,53.91,39.43,-0.92,61.8,12.65,6.25,17.07,55,6.83,21.31,-1.52,"a5",16.32,"F",18,20.2,31.31,"B",42.03
743,16.54,39.4,-0.9,61.6,NA,NA,NA,57,8.27,38.53,2.65,"a5",20.82,"G",NA,20.2,32.25,"B",42.56
744,303.95,39.4,-0.51,61.5,23.29,5.51,17,55,6.16,35.18,0.2,"a5",15.79,"E",18,20.2,32.53,"B",42.93
745,35.3,39.33,-1,61,13.11,7.61,17,58,7.77,22.78,-1.1,"a4",18.46,"H",18,20.2,32.73,"B",43.13
746,183.49,39.2,-0.82,62.8,18.01,6.42,16.93,57,7.46,27.8,-3.3,"a3",17.87,"J",18,20.2,33.09,"B",43.53
747,316.96,39.09,-0.59,61.9,37.6,5.23,16.89,56,7.31,55.6,2.36,"a5",26.93,"E",18,20.15,33.21,"C",43.59
748,23.03,39.09,-0.79,62,NA,NA,NA,55,8.51,16.29,0.45,"a4",27.73,"D",NA,20.1,33.37,"C",43.76
749,294.12,39.09,-0.65,63.3,29.19,6.23,16.89,60,6.86,44.49,-1.85,"a3",24.9,"I",18,20.1,33.4,"C",43.86
750,22.27,39.06,-0.74,62,10.82,8.39,16.86,55,8.6,19.03,1.87,"a5",28.35,"J",17.97,20.06,33.52,"C",44.04
751,88.53,39.05,-0.82,62,11.17,5.93,16.84,55,7.01,15.54,-2.33,"a5",29.63,"G",17.96,20.06,33.58,"D",44.31
752,70.65,39.36,-0.92,62.3,26.37,6.86,16.89,57,7.67,42.12,0.32,"a5",27.45,"E",17.91,20.1,33.7,"C",44.82
753,54.44,39.43,-0.97,61.8,33.19,6.52,16.79,58,7.8,51.01,-0.3,"a4",28.35,"G",17.9,20.04,33.7,"C",44.78
