"id","class"
6259,"good"
6260,"good"
6261,"medium"
6262,"good"
6263,"good"
6264,"good"
6265,"medium"
6266,"good"
6267,"good"
6268,"good"
6269,"good"
6270,"medium"
6271,"good"
6272,"good"
6273,"good"
6274,"good"
6275,"good"
6276,"poor"
6277,"good"
6278,"medium"
6279,"good"
6280,"good"
6281,"good"
6282,"good"
6283,"good"
6284,"good"
6285,"good"
6286,"good"
6287,"good"
6288,"good"
6289,"good"
6290,"good"
6291,"good"
6292,"good"
6293,"good"
6294,"good"
6295,"medium"
6296,"good"
6297,"medium"
6298,"good"
6299,"good"
6300,"medium"
6301,"good"
6302,"good"
6303,"good"
6304,"good"
6305,"good"
6306,"good"
6307,"good"
6308,"good"
6309,"good"
6310,"medium"
6311,"medium"
6312,"good"
6313,"good"
6314,"good"
6315,"poor"
6316,"good"
6317,"good"
6318,"good"
6319,"medium"
6320,"good"
6321,"good"
6322,"good"
6323,"good"
6324,"good"
6325,"medium"
6326,"medium"
6327,"good"
6328,"medium"
6329,"good"
6330,"medium"
6331,"good"
6332,"good"
6333,"medium"
6334,"medium"
6335,"medium"
6336,"good"
6337,"good"
6338,"good"
6339,"good"
6340,"good"
6341,"good"
6342,"medium"
6343,"good"
6344,"good"
6345,"medium"
6346,"good"
6347,"good"
6348,"good"
6349,"good"
6350,"good"
6351,"good"
6352,"good"
6353,"good"
6354,"medium"
6355,"good"
6356,"good"
6357,"good"
6358,"good"
6359,"good"
6360,"good"
6361,"good"
6362,"medium"
6363,"good"
6364,"good"
6365,"good"
6366,"good"
6367,"good"
6368,"good"
6369,"medium"
6370,"good"
6371,"medium"
6372,"medium"
6373,"medium"
6374,"medium"
6375,"good"
6376,"good"
6377,"good"
6378,"good"
6379,"good"
6380,"good"
6381,"medium"
6382,"good"
6383,"medium"
6384,"good"
6385,"good"
6386,"medium"
6387,"good"
6388,"medium"
6389,"good"
6390,"good"
6391,"good"
6392,"medium"
6393,"good"
6394,"good"
6395,"good"
6396,"medium"
6397,"excellent"
6398,"good"
6399,"good"
6400,"medium"
6401,"good"
6402,"good"
6403,"medium"
6404,"good"
6405,"medium"
6406,"medium"
6407,"medium"
6408,"good"
6409,"medium"
6410,"good"
6411,"excellent"
6412,"medium"
6413,"good"
6414,"good"
6415,"medium"
6416,"good"
6417,"medium"
6418,"medium"
6419,"medium"
6420,"poor"
6421,"medium"
6422,"medium"
6423,"good"
6424,"medium"
6425,"good"
6426,"medium"
6427,"medium"
6428,"good"
6429,"medium"
6430,"medium"
6431,"medium"
6432,"medium"
6433,"medium"
6434,"good"
6435,"medium"
6436,"medium"
6437,"good"
6438,"good"
6439,"medium"
6440,"medium"
6441,"good"
6442,"good"
6443,"good"
6444,"good"
6445,"good"
6446,"medium"
6447,"good"
6448,"good"
6449,"medium"
6450,"good"
6451,"poor"
6452,"good"
6453,"good"
6454,"good"
6455,"good"
6456,"good"
6457,"medium"
6458,"medium"
6459,"good"
6460,"medium"
6461,"good"
6462,"good"
6463,"medium"
6464,"medium"
6465,"medium"
6466,"good"
6467,"good"
6468,"good"
6469,"medium"
6470,"good"
6471,"good"
6472,"medium"
6473,"excellent"
6474,"medium"
6475,"medium"
6476,"good"
6477,"good"
6478,"good"
6479,"good"
6480,"medium"
6481,"good"
6482,"medium"
6483,"good"
6484,"good"
6485,"medium"
6486,"medium"
6487,"good"
6488,"good"
6489,"medium"
6490,"excellent"
6491,"good"
6492,"good"
6493,"medium"
6494,"medium"
6495,"good"
6496,"good"
6497,"good"
