"id","class"
6184,"poor"
6185,"medium"
6186,"medium"
6187,"good"
6188,"medium"
6189,"medium"
6190,"poor"
6191,"good"
6192,"good"
6193,"excellent"
6194,"medium"
6195,"good"
6196,"good"
6197,"good"
6198,"good"
6199,"poor"
6200,"medium"
6201,"poor"
6202,"poor"
6203,"good"
6204,"good"
6205,"poor"
6206,"good"
6207,"good"
6208,"excellent"
6209,"medium"
6210,"good"
6211,"poor"
6212,"excellent"
6213,"good"
6214,"medium"
6215,"medium"
6216,"good"
6217,"excellent"
6218,"good"
6219,"medium"
6220,"good"
6221,"good"
6222,"medium"
6223,"excellent"
6224,"good"
6225,"excellent"
6226,"medium"
6227,"medium"
6228,"excellent"
6229,"medium"
6230,"good"
6231,"excellent"
6232,"good"
6233,"medium"
6234,"medium"
6235,"medium"
6236,"good"
6237,"poor"
6238,"excellent"
6239,"excellent"
6240,"medium"
6241,"medium"
6242,"medium"
6243,"medium"
6244,"poor"
6245,"medium"
6246,"excellent"
6247,"good"
6248,"poor"
6249,"medium"
6250,"good"
6251,"excellent"
6252,"good"
6253,"excellent"
6254,"good"
6255,"good"
6256,"good"
6257,"poor"
6258,"good"
6259,"good"
6260,"good"
6261,"medium"
6262,"good"
6263,"medium"
6264,"excellent"
6265,"poor"
6266,"good"
6267,"excellent"
6268,"medium"
6269,"good"
6270,"medium"
6271,"good"
6272,"good"
6273,"good"
6274,"good"
6275,"good"
6276,"poor"
6277,"excellent"
6278,"medium"
6279,"excellent"
6280,"poor"
6281,"poor"
6282,"good"
6283,"good"
6284,"good"
6285,"good"
6286,"good"
6287,"medium"
6288,"excellent"
6289,"good"
6290,"excellent"
6291,"good"
6292,"good"
6293,"good"
6294,"excellent"
6295,"poor"
6296,"poor"
6297,"medium"
6298,"good"
6299,"poor"
6300,"poor"
6301,"good"
6302,"good"
6303,"poor"
6304,"good"
6305,"poor"
6306,"good"
6307,"good"
6308,"good"
6309,"good"
6310,"good"
6311,"medium"
6312,"excellent"
6313,"good"
6314,"good"
6315,"medium"
6316,"medium"
6317,"excellent"
6318,"good"
6319,"medium"
6320,"good"
6321,"good"
6322,"good"
6323,"good"
6324,"poor"
6325,"medium"
6326,"poor"
6327,"good"
6328,"medium"
6329,"medium"
6330,"medium"
6331,"good"
6332,"good"
6333,"poor"
6334,"poor"
6335,"medium"
6336,"good"
6337,"excellent"
6338,"good"
6339,"good"
6340,"good"
6341,"good"
6342,"medium"
6343,"medium"
6344,"poor"
6345,"good"
6346,"excellent"
6347,"good"
6348,"good"
6349,"good"
6350,"poor"
6351,"medium"
6352,"poor"
6353,"good"
6354,"medium"
6355,"poor"
6356,"good"
6357,"excellent"
6358,"good"
6359,"medium"
6360,"good"
6361,"good"
6362,"poor"
6363,"poor"
6364,"poor"
6365,"excellent"
6366,"good"
6367,"medium"
6368,"excellent"
6369,"medium"
6370,"medium"
6371,"medium"
6372,"medium"
6373,"poor"
6374,"poor"
6375,"medium"
6376,"excellent"
6377,"poor"
6378,"excellent"
6379,"good"
6380,"poor"
6381,"good"
6382,"excellent"
6383,"poor"
6384,"good"
6385,"good"
6386,"medium"
6387,"good"
6388,"poor"
6389,"good"
6390,"good"
6391,"good"
6392,"poor"
6393,"good"
6394,"excellent"
6395,"good"
6396,"medium"
6397,"poor"
6398,"medium"
6399,"excellent"
6400,"excellent"
6401,"good"
6402,"good"
6403,"medium"
6404,"good"
6405,"medium"
6406,"good"
6407,"poor"
6408,"good"
6409,"medium"
6410,"medium"
6411,"poor"
6412,"medium"
6413,"medium"
6414,"excellent"
6415,"medium"
6416,"excellent"
6417,"good"
6418,"poor"
6419,"medium"
6420,"excellent"
6421,"good"
6422,"poor"
6423,"good"
6424,"medium"
6425,"good"
6426,"good"
6427,"poor"
6428,"good"
6429,"medium"
6430,"poor"
6431,"good"
6432,"medium"
6433,"good"
6434,"good"
6435,"medium"
6436,"medium"
6437,"poor"
6438,"good"
6439,"excellent"
6440,"poor"
6441,"poor"
6442,"good"
6443,"good"
6444,"excellent"
6445,"poor"
6446,"good"
6447,"good"
6448,"excellent"
6449,"poor"
6450,"good"
6451,"poor"
6452,"good"
6453,"good"
6454,"good"
6455,"excellent"
6456,"good"
6457,"medium"
6458,"medium"
6459,"excellent"
6460,"excellent"
6461,"good"
6462,"poor"
6463,"medium"
6464,"medium"
6465,"good"
6466,"excellent"
6467,"good"
6468,"good"
6469,"medium"
6470,"excellent"
6471,"good"
6472,"medium"
6473,"poor"
6474,"medium"
6475,"medium"
6476,"medium"
6477,"medium"
6478,"good"
6479,"good"
6480,"good"
6481,"good"
6482,"medium"
6483,"poor"
6484,"excellent"
6485,"medium"
6486,"good"
6487,"good"
6488,"good"
6489,"good"
6490,"good"
6491,"good"
6492,"good"
6493,"medium"
6494,"poor"
6495,"good"
6496,"poor"
6497,"excellent"
